"0xcd8498","Character Reference Number","Starting Class","Character's Leader","Starting Level","Loading X Co-ordinate","Loading Y Co-ordinate","Start X Co-Ordinate","Start Y Co-Ordinate","Slot Item 1","Slot Item 2","Slot Item 3","Slot Item 4","AI 1","AI 2","AI 3","AI 4"
"0xc6","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xc7","0xcd","0x51","0x0","0xa","13","0","0xd","0x2","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xc8","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xc9","0x7a","0x52","0x0","0x5a","14","14","0xe","0xe","0x4","0x6c","0x0","0x0","0x6","0x3","0x0","0x0"
"0xca","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xcb","0x7a","0x4d","0x0","0x5a","14","14","0xe","0xe","0x4","0x6c","0x0","0x0","0x6","0x3","0x0","0x0"
"0xcc","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xcd","0x14","0x21","0x0","0x2a","18","21","0x12","0x15","0x39","0x6c","0x0","0x0","0x6","0x3","0x10","0x0"
"0xce","0x24","0x3e","0x0","0x6a","19","20","0x13","0x14","0xd","0x6c","0x0","0x0","0x7","0x3","0x10","0x0"
"0xcf","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xd0","0x51","0x2d","0x0","0x7c","2","12","0x3","0x12","0x3a","0x39","0x0","0x0","0x0","0x3","0xa","0x0"
"0xd1","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xd2","0x5a","0x2a","0x51","0x35","2","12","0x2","0x11","0x17","0x0","0x0","0x0","0x0","0x17","0x1","0x0"
"0xd3","0x6d","0xa","0x51","0x6d","1","12","0x1","0x11","0x3","0x0","0x0","0x0","0x0","0x3","0xa","0x0"
"0xd4","0x6d","0xa","0x51","0x6d","0","12","0x1","0x10","0x3","0x0","0x0","0x0","0x0","0x11","0xa","0x0"
"0xd5","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xd6","0x42","0x38","0x0","0x13","13","22","0xd","0xf","0x14","0x0","0x0","0x0","0x0","0x3","0x29","0x0"
"0xd7","0x42","0x38","0x0","0x13","13","22","0xc","0x10","0x14","0x0","0x0","0x0","0x0","0x3","0x29","0x0"
"0xd8","0x42","0x38","0x0","0x13","13","22","0xd","0x12","0x14","0x0","0x0","0x0","0x0","0x3","0x29","0x0"
"0xd9","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xda","0x1","0x1","0x0","0x89","14","1","0xe","0x1","0x3","0x9","0x0","0x0","0x0","0x0","0x0","0x0"
"0xdb","0x2","0x3","0x0","0x81","15","1","0xf","0x1","0x1f","0x28","0x26","0x2a","0x0","0x0","0x0","0x0"
"0xdc","0x2d","0x2","0x0","0x71","15","2","0xf","0x2","0xa","0x3","0x12","0x0","0x0","0x0","0x0","0x0"
"0xdd","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xde","0x14","0x21","0x0","0x28","14","3","0xe","0x3","0x39","0x6c","0x0","0x0","0x6","0x3","0xa","0x0"
"0xdf","0x24","0x3e","0x0","0x6a","14","2","0xe","0x2","0xd","0x6c","0x0","0x0","0x7","0x3","0x10","0x0"
"0xe0","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xe1","0xda","0x16","0x0","0x6c","2","13","0x2","0x11","0xd","0x6c","0x0","0x0","0x0","0x17","0x1","0x0"
"0xe2","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xe3","0x32","0x0","0x0","0x0","152","132","0xcd","0x8","0x3b","0x0","0x0","0x0","0xa","0x0","0x0","0x0"
"0xe4","0x0","0x0","0x0","0x0","50","0","0x0","0x0","0x88","0x85","0xcd","0x8","0x3b","0x0","0x0","0x0"
"0xe5","0xa","0x0","0x0","0x0","0","0","0x0","0x0","0x3d","0x0","0x0","0x0","0x86","0x0","0x0","0x0"
